verbs,words,metric
"[{'verb': 'мине', 'description': {'V': 'мине', 'Arg(причина)': 'баламны', 'Arg(эталон)': 'ул,', 'Arg(субъект ментального состояния)': 'ул,'}, 'tags': ['O', 'O', 'O', 'Arg(причина)', 'O', 'V', 'O', 'O', 'Arg(эталон)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(эталон)', 'O', 'O']}, {'verb': 'дип', 'description': {'V': 'дип', 'Arg(говорящий)': 'ул,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'Arg(говорящий)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(говорящий)', 'O', 'O']}]","['«Ул', 'бит', 'минем', 'баламны', 'ярата,', '-', 'дип', 'уйлады', 'ул,', '-', 'баламның', 'кычкыруында', 'аның', 'йөзенең', 'үзгәрүен', 'күреп;', 'ничек', 'ул', 'мине', 'нәфрәт', 'итә', 'ала?»""Долли,', 'тагын', 'бер', 'сүз"",', '-', 'диде', 'ул', 'аның', 'артыннан']",0.73
"[{'verb': 'китәм,', 'description': {'V': 'китәм,', 'Arg(субъект перемещения)': 'Минем', 'Arg(агенс)': 'арттан'}, 'tags': ['O', 'O', 'Arg(субъект перемещения)', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'белә,', 'description': {'V': 'белә,', 'Arg(субъект ментального состояния)': 'мин'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(тема)': 'Минем'}, 'tags': ['O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(тема)': 'белән'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O']}]","['–Әгәр', 'сез', 'Минем', 'арттан', 'барсагыз,', 'мин', 'кешеләрне,', 'балаларны', 'чакырачакмын!', 'Барысы', 'да', 'белә,', 'сез', 'подлец!', 'Мин', 'быел', 'китәм,', 'ә', 'сез', 'монда', 'хуҗагыз', 'белән', 'яшисез!Һәм', 'ул', 'чыкты,', 'хлопнув', 'ишек']",0.67
"[{'verb': '', 'description': {'Arg(начальная точка)': 'бүлмәдән'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O']}]","['Степан', 'Аркадьич', 'сулап', 'куйды,', 'йөзен', 'агызды', 'һәм', 'тыныч', 'адымнар', 'белән', 'бүлмәдән', 'чыкты']",0.25
"[{'verb': 'күрмим', 'description': {'V': 'күрмим'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}, {'verb': 'күрмим', 'description': {'V': 'күрмим', 'Arg(субъект ментального состояния)': 'хәтта'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'V']}]","['«Матвей', 'әйтә:', 'барлыкка', 'килә;', 'ләкин', 'ничек?', 'Мин', 'хәтта', 'мөмкинлекләрне', 'дә', 'күрмим']",0.67
"[{'verb': '', 'description': {'Arg(начальная точка)': 'турайтып,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O']}]","['Степан', 'Аркадьич', 'берничә', 'секундка', 'бер', 'торды,', 'күздән', 'сулап,', 'күкрәген', 'турайтып,', 'бүлмәдән', 'чыкты']",0.25
"[{'verb': 'иде»', 'description': {'V': 'иде»', 'Arg(эталон)': 'гомер'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Степан', 'Аркадьич', 'бу', 'чиста,', 'пеши', 'сәгать', 'ясаучы', 'турында', 'шаяртуын', 'искә', 'төшерде,', 'немец', '«үзе', 'гомер', 'буе', 'сәгатьләр', 'үткәрә', 'иде»', 'һәм', 'елмаеп', 'җибәрде']",0.4
"[{'verb': 'ярата', 'description': {'V': 'ярата'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'O']}]","['Степан', 'Аркадиич', 'Яхшы', 'шаярырга', 'ярата', 'иде']",0.5
"[{'verb': 'сум', 'description': {'V': 'сум', 'Arg(пациенс)': 'чыгымнарны', 'Arg(говорящий)': 'диде', 'Arg(содержание высказывания)': 'чыгымнарны', 'Arg(агенс)': 'диде', 'Arg(начальная точка)': 'ул,'}, 'tags': ['O', 'O', 'Arg(пациенс)', 'O', 'V', 'Arg(говорящий)', 'Arg(начальная точка)', 'O', 'O', 'V', 'O']}]","['Әйе,', 'менә', 'чыгымнарны', 'алыйк,', '-', 'диде', 'ул,', 'капчыктан', 'ун', 'сум', 'биреп']",1.0
"[{'verb': 'бүлмәсенә', 'description': {'V': 'бүлмәсенә', 'Arg(траектория)': 'карета', 'Arg(конечная точка)': 'кабат'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(траектория)', 'O', 'O', 'O', 'O', 'Arg(конечная точка)', 'O', 'V', 'O']}]","['Дарья', 'Александровна', 'шул', 'ук', 'вакытта', 'баланы', 'тынычландырып', 'һәм', 'карета', 'тавышы', 'буенча', 'китүен', 'аңлап,', 'кабат', 'йокы', 'бүлмәсенә', 'кайтты']",0.75
"[{'verb': '', 'description': {'Arg(субъект перемещения)': 'сыену'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O']}]","['Бу', 'аның', 'өй', 'мәшәкатьләреннән', 'бердәнбер', 'сыену', 'урыны', 'иде,', 'ул', 'чыккач']",0.5
"[{'verb': 'өйдә', 'description': {'V': 'өйдә'}, 'tags': ['O', 'V', 'O', 'O', 'V', 'O', 'V', 'O', 'O']}]","['Әгәр', 'дә', 'без', 'бер', 'өйдә', 'калсак', '-', 'Без', 'чит']",0.33
"[{'verb': 'АЛЛАМ,', 'description': {'V': 'АЛЛАМ,', 'Arg(субъект психологического состояния)': 'аны', 'Arg(причина)': 'Мин'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'Arg(причина)', 'Arg(субъект психологического состояния)', 'O', 'O']}]","['«Ә', 'мин', 'ничек', 'яраттым,', 'АЛЛАМ,', 'Мин', 'аны', 'ничек', 'яраттым!']",1.0
"[{'verb': 'аш', 'description': {'V': 'аш', 'Arg(содержание высказывания)': 'алты', 'Arg(говорящий)': 'ул,', 'Arg(агенс)': 'ул,'}, 'tags': ['V', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'V', 'Arg(говорящий)', 'O', 'O', 'O', 'V', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O', 'O', 'O', 'O']}]","['-', 'Абыемны', 'җибәрергә', 'боерыгыз,–', 'диде', 'ул,', '-', 'ул', 'барысын', 'да', 'төшке', 'аш', 'әзерләячәк;', 'кичәгә', 'алты', 'сәгатькә', 'кадәр', 'балалар', 'Ауропа', 'түгел']",0.8
"[{'verb': '', 'description': {'Arg(начальная точка)': 'күрә', 'Arg(место)': 'Мәскәүнең'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'O', 'O', 'O', 'O', 'O']}]","['Встепан', 'Аркадьич', 'үзенең', 'яхшы', 'сәләтләре', 'аркасында', 'мәктәптә', 'яхшы', 'укыды,', 'ләкин', 'ялкау', 'һәм', 'шалун', 'иде,', 'шуңа', 'күрә', 'соңгысыннан', 'чыкты,', 'ләкин,', 'гел', 'күңелле', 'тормышына,', 'кечкенә', 'чиннарына', 'һәм', 'картлыкларына', 'карамастан,', 'мактаулы', 'һәм', 'яхшы', 'хезмәт', 'хакы', 'белән', 'Мәскәүнең', 'бер', 'катнашында', 'начальник', 'урынын', 'биләде']",0.5
"[{'verb': 'хатынының', 'description': {'V': 'хатынының', 'Arg(субъект психологического состояния)': 'мөһим'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Урын', 'ул', 'Министрлыкта', 'булган', 'иң', 'мөһим', 'урыннарның', 'берсен', 'биләгән', 'Анна', 'сеңлесенең', 'ире', 'Алексей', 'Александрович', 'Каренин', 'аша', 'алды;', 'ләкин', 'Каренин', 'үз', 'Каенын', 'бу', 'урынга', 'билгеләмәгән', 'булса,', 'йөз', 'башка', 'кеше,', 'абый,', 'апа,', 'туганнары,', 'туганнары,', 'абыйлары,', 'апалары,', 'апалары,', 'Стив', 'Облонский', 'бу', 'урынны', 'яисә', 'башка', 'шундый', 'ук,', 'аңа', 'кирәк', 'булган', 'алты', 'мең', 'кеше', 'хезмәт', 'хакы', 'алыр', 'иде', 'аның', 'эшләре,', 'хатынының', 'хәленә', 'карамастан,', 'күңелсезләнгән']",0.5
"[{'verb': '', 'description': {'Arg(тема)': 'көчле'}, 'tags': ['O', 'O', 'O', 'Arg(тема)', 'O', 'Arg(тема)', 'O', 'O', 'O']}]","['Ул', 'бу', 'дөньяның', 'көчле', 'һәм', 'көчле', 'кешеләр', 'арасында', 'туган']",0.5
"[{'verb': '', 'description': {'Arg(адресат)': 'хезмәт', 'Arg(пациенс)': 'хезмәт', 'Arg(субъект психологического состояния)': 'хезмәт', 'Arg(содержание мысли)': 'таләп', 'Arg(агенс)': 'хезмәт'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(адресат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Әгәр', 'дә', 'аңа', 'кирәк', 'булган', 'хезмәт', 'хакы', 'белән', 'урын', 'алмаслар', 'дип', 'әйтсәләр,', 'аңа', 'көлке', 'булыр', 'иде,', 'бигрәк', 'тә', 'ул', 'гадәттән', 'тыш', 'нәрсә', 'таләп', 'итмәгән;', 'ул', 'яшьтәшләрен', 'генә', 'теләгән,', 'һәм', 'ул', 'андый', 'вазифаны', 'башкалардан', 'ким', 'үти', 'алмаган']",0.71
"[{'verb': '', 'description': {'Arg(субъект психологического состояния)': 'нәрсә', 'Arg(эффектор)': 'булган', 'Arg(контрагент социального отношения)': 'холкы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(контрагент социального отношения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эффектор)', 'Arg(субъект психологического состояния)', 'O', 'O']}]","['Степан', 'Аркадьичны', 'аның', 'игелекле,', 'көлке', 'холкы', 'һәм', 'бәхәссез', 'намуслылыгы', 'өчен', 'аны', 'белгән', 'һәркем', 'яратып', 'кына', 'калмады,', 'ләкин', 'анда,', 'аның', 'матур,', 'якты', 'тышкы', 'кыяфәтендә,', 'ялтыравыклы', 'күзләрендә,', 'кара', 'кашларында,', 'чәчләрендә,', 'аклыгында', 'һәм', 'аның', 'белән', 'танышкан', 'кешеләргә', 'физик', 'яктан', 'дус', 'һәм', 'күңелле', 'булган', 'нәрсә', 'бар', 'иде']",0.33
"[{'verb': 'белән', 'description': {'V': 'белән'}, 'tags': ['O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Кайчакта,', 'аның', 'белән', 'сөйләшкәннән', 'соң,', 'аеруча', 'шатлыклы', 'вакыйга', 'булмаганы', 'ачыкланса-икенче', 'көнне,', 'өченчесенә,', 'нәкъ', 'шулай', 'ук,', 'барысы', 'да', 'аның', 'белән', 'очрашканда', 'шатландылар']",0.25
"[{'verb': 'хөрмәт', 'description': {'V': 'хөрмәт'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Өченче', 'ел', 'Мәскәүдә', 'бер', 'кеше', 'башлыгы', 'урынын', 'биләп,', 'Степан', 'Аркадьич,', 'хезмәттәш,', 'буйсынучан,', 'җитәкче', 'һәм', 'аңа', 'кадәр', 'эш', 'иткән', 'барлык', 'кешеләрнең', 'мәхәббәтеннән', 'тыш,', 'хөрмәт', 'казана']",0.33
"[{'verb': '', 'description': {'Arg(тема)': 'сыйфатлары,', 'Arg(агенс)': 'хөрмәтенә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Степан', 'Аркадьичның', 'хезмәт', 'буенча', 'гомуми', 'хөрмәтенә', 'лаек', 'булган', 'төп', 'сыйфатлары,', 'беренчедән,', 'үз', 'кимчелекләренең', 'аңына', 'нигезләнгән', 'кешеләргә', 'гадәттән', 'тыш', 'кичерүчәнлектә', 'торды;', 'икенчедән,', 'Камил', 'либеральлектә,', 'ул', 'газеталарда', 'алган', 'түгел,', 'ә', 'канында', 'булган', 'һәм', 'аның', 'белән', 'бөтенләй', 'тигез', 'һәм', 'бертигез', 'мөгамәлә', 'иткән,', 'нинди', 'торышы', 'һәм', 'исеме', 'бар', 'алар', 'беркем', 'дә', 'булмаган,', 'ә', 'иң', 'мөһиме–', 'ул', 'эшләгән', 'эшенә', 'ваемсызлыкта,', 'нәтиҗәдә', 'ул', 'беркайчан', 'да', 'мавыкмаган', 'һәм', 'хаталар', 'эшләмәгән']",0.67
"[{'verb': '', 'description': {'Arg(говорящий)': 'күпме'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O']}]","['Ул', 'шаяртты', 'һәм', 'сөйләште,', 'нәкъ', 'күпме', 'иде', 'һәм', 'дәресләр', 'башлады']",0.5
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'чикләрен'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O']}]","['Степан', 'Аркадьичтан', 'да', 'дөресрәге,', 'күңелле', 'эшләр', 'өчен', 'кирәк', 'булган', 'Ирек,', 'гадилек', 'һәм', 'рәсмилек', 'чикләрен', 'таба', 'алмады']",0.33
"[{'verb': '', 'description': {'Arg(содержание высказывания)': 'кертелгән'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Секретарь,', 'Степан', 'Аркадьич', 'барындагы', 'кебек', 'үк,', 'кәгазьләр', 'белән', 'килеп,', 'Степан', 'Аркадьич', 'тарафыннан', 'кертелгән', 'фамильярнолибераль', 'тон', 'белән', 'сөйләште:–Без', 'Пенза', 'губернасы', 'идарәсеннән', 'мәгълүматка', 'ирештек']",0.2
